algorithm,ensemble_size,depth,timeout,mean_score,std_score,mean_time,best_score,best_set
GNRPA,1000,10,90,0.7089666666666666,0.07675653428572425,88.4417575597763,0.8573333333333334,"[('p21', True), ('p63', False), ('ECMicroenv', True), ('CDH2', True), ('p73', False), ('ZEB1', True), ('ERK', True), ('SNAI1', True), ('CTNNB1', True), ('SNAI2', True)]"
NMCS,1000,4,120,0.6439333333333334,0.021711133856464844,120.2899911403656,0.6850000000000003,"[('AKT2', True), ('DNAdamage', False), ('TGFbeta', True), ('TWIST1', True)]"
LNMCS,1000,4,120,0.6855,0.036293632744295194,120.4369509935379,0.7393333333333333,"[('AKT2', True), ('CTNNB1', True), ('NICD', True), ('miR203', False)]"
BILNMCS,1000,4,120,0.7254,0.0319801188240444,120.29813883304595,0.7707999999999999,"[('CTNNB1', True), ('DKK1', False), ('SNAI1', True), ('miR200', False)]"
NRPA,1000,4,120,0.6840999999999999,0.038621827449714916,120.44890203475953,0.7753333333333333,"[('CTNNB1', True), ('DNAdamage', False), ('SNAI1', True), ('TGFbeta', True)]"
GNRPA,1000,4,120,0.6882999999999999,0.08626644126709344,110.65672562122344,0.8033333333333333,"[('TWIST1', True), ('SMAD', True), ('DNAdamage', False), ('NICD', True)]"
NMCS,1000,5,120,0.6339666666666667,0.1374049530079288,225.2840785741806,0.7470000000000001,"[('AKT2', True), ('DNAdamage', False), ('SMAD', True), ('TWIST1', True), ('VIM', True)]"
LNMCS,1000,5,120,0.6933333333333332,0.04856908024201776,120.37140777111054,0.7666666666666667,"[('CTNNB1', True), ('DNAdamage', True), ('NICD', True), ('SNAI1', True), ('SNAI2', True)]"
BILNMCS,1000,5,120,0.7344799999999999,0.058992284241246334,120.38103802204132,0.8256,"[('CTNNB1', True), ('NICD', True), ('SNAI1', True), ('VIM', False), ('ZEB1', True)]"
NRPA,1000,5,120,0.7266666666666667,0.04635610950984653,120.35656192302704,0.8156666666666665,"[('AKT2', True), ('CTNNB1', True), ('SMAD', True), ('SNAI1', True), ('ZEB2', True)]"
GNRPA,1000,5,120,0.7022000000000002,0.03699165070961578,114.57790915966034,0.7609999999999999,"[('CTNNB1', True), ('CDH1', False), ('DNAdamage', False), ('TWIST1', True), ('TGFbeta', True)]"
NMCS,1000,6,120,0.6942333333333334,0.07790707427584627,120.21343591213227,0.7866666666666666,"[('AKT2', True), ('CTNNB1', True), ('SNAI1', True), ('ZEB1', True), ('ZEB2', True), ('p21', True)]"
LNMCS,1000,6,120,0.7222666666666667,0.02901447914404118,120.30721974372864,0.7533333333333335,"[('NICD', True), ('SMAD', True), ('TWIST1', True), ('VIM', True), ('ZEB2', True), ('p73', False)]"
BILNMCS,1000,6,120,0.77588,0.04364109989448017,118.3314973115921,0.866,"[('CTNNB1', True), ('DNAdamage', False), ('GF', True), ('Metastasis', True), ('NICD', True), ('SNAI1', True)]"
NRPA,1000,6,120,0.7707999999999999,0.03807629767249496,120.17999382019043,0.846,"[('CTNNB1', True), ('DNAdamage', False), ('ECMicroenv', True), ('GF', True), ('SNAI1', True), ('SNAI2', True)]"
GNRPA,1000,6,120,0.7146666666666667,0.043106586245929744,103.63360314369201,0.7770000000000001,"[('NICD', True), ('VIM', True), ('p21', True), ('SMAD', True), ('CDH1', False), ('CTNNB1', True)]"
NMCS,1000,8,120,0.7492333333333334,0.06662282725245988,120.29995582103729,0.8773333333333333,"[('AKT2', True), ('CDH1', False), ('CTNNB1', True), ('DNAdamage', False), ('ECMicroenv', False), ('SMAD', True), ('TWIST1', True), ('ZEB2', True)]"
LNMCS,1000,8,120,0.7353,0.035140811980753486,120.27269716262818,0.7953333333333333,"[('CTNNB1', True), ('DNAdamage', False), ('ECMicroenv', False), ('ECMicroenv', True), ('GF', False), ('NICD', True), ('TWIST1', True), ('miR203', False)]"
BILNMCS,1000,8,120,0.7924,0.06987760728588235,115.34618644714355,0.9144,"[('AKT2', True), ('CDH1', False), ('CDH2', True), ('DKK1', False), ('DNAdamage', False), ('ECMicroenv', True), ('SNAI2', True), ('TWIST1', True)]"
NRPA,1000,8,120,0.8192333333333334,0.036169677294047804,120.22235562801362,0.8846666666666667,"[('AKT2', True), ('CDH1', False), ('CTNNB1', True), ('DKK1', False), ('DNAdamage', False), ('SMAD', True), ('TWIST1', True), ('ZEB2', True)]"
GNRPA,1000,8,120,0.7627999999999999,0.05752259459454938,113.42286159992219,0.8616666666666667,"[('NICD', True), ('CDH1', False), ('DKK1', False), ('CTNNB1', True), ('SNAI1', True), ('TGFbeta', True), ('ECMicroenv', False), ('SMAD', True)]"
NMCS,1000,9,120,0.6997000000000001,0.04681605849848251,120.29628381729125,0.782,"[('AKT1', False), ('AKT1', True), ('CDH1', False), ('CTNNB1', True), ('NICD', False), ('NICD', True), ('SMAD', True), ('SNAI2', True), ('miR203', False)]"
LNMCS,1000,9,120,0.7260333333333334,0.034857949834530735,119.28069474697114,0.7729999999999999,"[('CDH1', False), ('DKK1', True), ('DNAdamage', False), ('ECMicroenv', True), ('Metastasis', False), ('NICD', True), ('TWIST1', True), ('ZEB1', True), ('p21', True)]"
BILNMCS,1000,9,120,0.78624,0.03853941359180236,111.93817849159241,0.852,"[('CTNNB1', True), ('DNAdamage', False), ('GF', False), ('Migration', False), ('SMAD', True), ('SNAI1', True), ('SNAI2', True), ('TWIST1', False), ('TWIST1', True)]"
NRPA,1000,9,120,0.8166666666666668,0.036873658167676585,120.25321516990661,0.86,"[('AKT1', True), ('AKT2', True), ('CDH1', False), ('CTNNB1', True), ('ECMicroenv', True), ('NICD', True), ('SMAD', True), ('SNAI1', True), ('SNAI2', True)]"
GNRPA,1000,9,120,0.7987,0.05553466384960737,120.1460170507431,0.9013333333333333,"[('DKK1', True), ('SNAI1', True), ('NICD', True), ('DNAdamage', False), ('ZEB2', True), ('VIM', True), ('SMAD', True), ('Metastasis', True), ('CTNNB1', True)]"
NMCS,1000,10,120,0.7097666666666667,0.042725233241675244,120.35231602191925,0.7719999999999999,"[('AKT2', True), ('CTNNB1', True), ('ERK', True), ('GF', True), ('SMAD', True), ('SNAI2', False), ('SNAI2', True), ('TGFbeta', True), ('TWIST1', True), ('p63', False)]"
LNMCS,1000,10,120,0.7512666666666667,0.046818514856126446,118.73388721942902,0.835,"[('CTNNB1', True), ('DKK1', False), ('ERK', True), ('GF', False), ('SMAD', True), ('SNAI1', True), ('SNAI2', True), ('ZEB2', True), ('p21', True), ('p73', False)]"
BILNMCS,1000,10,120,0.78316,0.03456585598535064,104.61952550411225,0.8228,"[('CTNNB1', True), ('DNAdamage', False), ('ERK', True), ('Metastasis', True), ('Migration', False), ('NICD', True), ('miR200', False), ('miR203', False), ('p21', True), ('p53', False)]"
NRPA,1000,10,120,0.8206,0.03394858858136323,120.20026667118073,0.8763333333333334,"[('AKT1', True), ('CDH1', False), ('CTNNB1', True), ('DKK1', False), ('DNAdamage', False), ('Metastasis', True), ('Migration', False), ('NICD', True), ('SMAD', True), ('SNAI1', True)]"
GNRPA,1000,10,120,0.7972333333333335,0.06405311164269158,115.9386257648468,0.9076666666666666,"[('ZEB1', True), ('CDH2', True), ('CDH1', False), ('Metastasis', False), ('CTNNB1', True), ('ZEB2', True), ('NICD', True), ('TGFbeta', True), ('DNAdamage', False), ('p21', True)]"
